Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
728,tt5770786,2018-11-25,2018-11-25,,GLOW,https://www.imdb.com/title/tt5770786/,tvSeries,8.0,35,2017,"Comedy, Drama, Sport",37556,2017-06-23,,,
729,tt2205697,2018-11-26,2018-11-26,,Stuck in Love.,https://www.imdb.com/title/tt2205697/,movie,7.2,97,2012,"Comedy, Drama, Romance",81893,2012-09-09,Josh Boone,,
730,tt7278862,2018-11-29,2018-11-29,,L'amica geniale,https://www.imdb.com/title/tt7278862/,tvSeries,8.6,50,2018,Drama,8024,2018-09-01,,,
731,tt0159365,2018-11-29,2018-11-29,,Cold Mountain,https://www.imdb.com/title/tt0159365/,movie,7.2,154,2003,"Adventure, Drama, History, Romance, War",137198,2003-12-07,Anthony Minghella,,
732,tt3006802,2018-12-04,2018-12-04,,Outlander,https://www.imdb.com/title/tt3006802/,tvSeries,8.4,64,2014,"Drama, Fantasy, Romance",112710,2014-08-09,,,
733,tt8239946,2018-12-08,2018-12-08,,Tumbbad,https://www.imdb.com/title/tt8239946/,movie,8.3,104,2018,"Drama, Fantasy, Horror, Thriller",22147,2018-09-21,"Anand Gandhi, Adesh Prasad, Rahi Anil Barve",,
734,tt4254242,2018-12-11,2018-12-11,,The Magicians,https://www.imdb.com/title/tt4254242/,tvSeries,7.6,60,2015,"Drama, Fantasy, Mystery",41045,2015-12-16,,,
735,tt0108160,2018-12-22,2018-12-22,,Sleepless in Seattle,https://www.imdb.com/title/tt0108160/,movie,6.8,105,1993,"Comedy, Drama, Romance",153755,1993-06-25,Nora Ephron,,
736,tt0128853,2018-12-22,2018-12-22,,You've Got Mail,https://www.imdb.com/title/tt0128853/,movie,6.6,119,1998,"Comedy, Drama, Romance",187961,1998-12-18,Nora Ephron,,
737,tt1135503,2018-12-22,2018-12-22,,Julie & Julia,https://www.imdb.com/title/tt1135503/,movie,7.0,123,2009,"Biography, Drama, Romance",103713,2009-07-30,Nora Ephron,,
738,tt0158310,2018-12-25,2018-12-25,,Unknown Chaplin,https://www.imdb.com/title/tt0158310/,tvMiniSeries,8.7,156,1983,"Documentary, Comedy",503,1983-01-05,,,
739,tt0389557,2018-12-28,2018-12-28,,Zwartboek,https://www.imdb.com/title/tt0389557/,movie,7.7,145,2006,"Drama, Thriller, War",71088,2006-09-01,Paul Verhoeven,,
740,tt0985699,2018-12-28,2018-12-28,,Valkyrie,https://www.imdb.com/title/tt0985699/,movie,7.1,121,2008,"Drama, History, Thriller, War",223274,2008-12-25,Bryan Singer,,
741,tt0758790,2018-12-28,2018-12-28,,The Tudors,https://www.imdb.com/title/tt0758790/,tvSeries,8.1,60,2007,"Drama, History, Romance, War",66223,2007-04-01,,,
742,tt0044837,2018-12-28,2018-12-28,,Limelight,https://www.imdb.com/title/tt0044837/,movie,8.1,137,1952,"Drama, Music, Romance",17327,1952-10-16,Charles Chaplin,,
743,tt0039631,2018-12-28,2018-12-28,,Monsieur Verdoux,https://www.imdb.com/title/tt0039631/,movie,7.9,124,1947,"Comedy, Crime, Drama",15163,1947-04-11,Charles Chaplin,,
744,tt0061523,2018-12-28,2018-12-28,,A Countess from Hong Kong,https://www.imdb.com/title/tt0061523/,movie,6.1,120,1967,"Comedy, Romance",5409,1967-01-05,Charles Chaplin,,
745,tt2261227,2018-12-30,2018-12-30,,Altered Carbon,https://www.imdb.com/title/tt2261227/,tvSeries,8.1,60,2018,"Action, Drama, Sci-Fi, Thriller",133588,2018-01-11,,,
746,tt6548228,2018-12-30,2018-12-30,,Castle Rock,https://www.imdb.com/title/tt6548228/,tvSeries,7.6,60,2018,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",35133,2018-07-20,,,
747,tt5753856,2018-12-30,2018-12-30,,Dark,https://www.imdb.com/title/tt5753856/,tvSeries,8.8,60,2017,"Crime, Drama, Mystery, Sci-Fi, Thriller",190782,2017-09-09,,,
748,tt5057054,2018-12-30,2018-12-30,,Jack Ryan,https://www.imdb.com/title/tt5057054/,tvSeries,8.1,60,2018,"Action, Drama, Thriller",80917,2018-08-31,,,
749,tt5071412,2018-12-30,2018-12-30,,Ozark,https://www.imdb.com/title/tt5071412/,tvSeries,8.4,60,2017,"Crime, Drama, Thriller",159065,2017-07-21,,,
750,tt1288376,2019-01-02,2019-01-02,,Die Fremde,https://www.imdb.com/title/tt1288376/,movie,7.5,119,2010,Drama,5107,2010-02-13,Feo Aladag,,
751,tt0806910,2019-01-02,2019-01-02,,Tatort,https://www.imdb.com/title/tt0806910/,tvSeries,7.1,90,1970,"Crime, Drama, Thriller",2317,1970-11-29,,,
752,tt7020272,2019-01-04,2019-01-04,,Zakir Khan: Haq Se Single,https://www.imdb.com/title/tt7020272/,tvSpecial,8.6,90,2017,Comedy,2247,2017-07-09,Angshuman Ghosh,,
753,tt7255502,2019-01-07,2019-01-07,,The Kominsky Method,https://www.imdb.com/title/tt7255502/,tvSeries,8.2,30,2018,"Comedy, Drama",21383,2018-11-10,,,
754,tt0088031,2019-01-08,2019-01-08,,Saaransh,https://www.imdb.com/title/tt0088031/,movie,8.2,137,1984,Drama,1637,1984-05-25,Mahesh Bhatt,,
755,tt4701724,2019-01-09,2019-01-09,,Early Man,https://www.imdb.com/title/tt4701724/,movie,6.1,89,2018,"Animation, Adventure, Comedy, Family, Fantasy, Sport",18269,2018-01-20,Nick Park,,
756,tt0993842,2019-01-11,2019-01-11,,Hanna,https://www.imdb.com/title/tt0993842/,movie,6.8,111,2011,"Action, Drama, Thriller",186439,2011-04-07,Joe Wright,,
757,tt6932244,2019-01-11,2019-01-11,,Hanna,https://www.imdb.com/title/tt6932244/,tvSeries,7.5,60,2019,"Action, Drama",18451,2019-02-04,,,
758,tt0995868,2019-01-11,2019-01-11,,Pelé: Birth of a Legend,https://www.imdb.com/title/tt0995868/,movie,7.2,107,2016,"Biography, Drama, Sport",15602,2016-04-23,"Michael Zimbalist, Jeff Zimbalist",,
759,tt7559180,2019-01-11,2019-01-11,,99 Songs,https://www.imdb.com/title/tt7559180/,movie,,128,2020,"Musical, Romance",,2020-12-31,Vishwesh Krishnamoorthy,,
760,tt8836898,2019-01-11,2019-01-11,,Harmony with A. R. Rahman,https://www.imdb.com/title/tt8836898/,tvMiniSeries,9.2,,2018,"Documentary, Musical",233,2018-08-15,,,
761,tt6484956,2019-01-11,2019-01-11,,One Heart: The A.R. Rahman Concert Film,https://www.imdb.com/title/tt6484956/,movie,8.7,87,2017,"Documentary, Music",229,2017-02-05,"Deepak Gattani, Ym Movies",,
762,tt4143508,2019-01-16,2019-01-16,,Long Strange Trip,https://www.imdb.com/title/tt4143508/,movie,8.2,238,2017,Documentary,1263,2017-01-23,Amir Bar-Lev,,
763,tt6938856,2019-01-16,2019-01-16,,A Very English Scandal,https://www.imdb.com/title/tt6938856/,tvMiniSeries,7.7,180,2018,"Biography, Comedy, Crime, Drama, History",8971,2018-05-20,,,
764,tt4975856,2019-01-16,2019-01-16,,Future Man,https://www.imdb.com/title/tt4975856/,tvSeries,7.8,30,2017,"Action, Adventure, Comedy, Fantasy, Sci-Fi",19422,2017-11-14,,,
765,tt7765404,2019-01-18,2019-01-18,,Wayne,https://www.imdb.com/title/tt7765404/,tvSeries,8.4,30,2019,"Action, Comedy",6318,2019-01-16,,,
766,tt3281548,2019-01-19,2019-01-19,,Little Women,https://www.imdb.com/title/tt3281548/,movie,7.9,135,2019,"Drama, Romance",110852,2019-12-07,Greta Gerwig,8,2020-06-04
767,tt3294200,2019-01-19,2019-01-19,,The Falling,https://www.imdb.com/title/tt3294200/,movie,5.4,102,2014,"Drama, Mystery, Thriller",5811,2014-10-11,Carol Morley,,
768,tt4291600,2019-01-19,2019-01-19,,Lady Macbeth,https://www.imdb.com/title/tt4291600/,movie,6.8,89,2016,"Drama, Romance",18460,2016-09-10,William Oldroyd,,
769,tt8847712,2019-01-19,2019-01-19,,The French Dispatch,https://www.imdb.com/title/tt8847712/,movie,,103,2020,"Comedy, Drama, Romance",,2020-10-14,Wes Anderson,,
770,tt9606374,2019-01-19,2019-01-19,,On the Rocks,https://www.imdb.com/title/tt9606374/,movie,,,2020,"Adventure, Comedy, Drama",,2020-12-31,Sofia Coppola,,
771,tt7983894,2019-01-19,2019-01-19,,Ammonite,https://www.imdb.com/title/tt7983894/,movie,,120,2020,"Drama, Romance",,2020-12-31,Francis Lee,,
772,tt5924572,2019-01-19,2019-01-19,,Deadly Class,https://www.imdb.com/title/tt5924572/,tvSeries,7.7,60,2018,"Action, Adventure, Comedy, Crime, Drama, Thriller",9777,2018-12-20,,,
773,tt0120601,2019-01-20,2019-01-20,,Being John Malkovich,https://www.imdb.com/title/tt0120601/,movie,7.7,113,1999,"Comedy, Drama, Fantasy",300990,1999-09-02,Spike Jonze,,
774,tt0106677,2019-01-20,2019-01-20,,Dazed and Confused,https://www.imdb.com/title/tt0106677/,movie,7.6,102,1993,Comedy,159158,1993-06-04,Richard Linklater,,
775,tt0098258,2019-01-20,2019-01-20,,Say Anything...,https://www.imdb.com/title/tt0098258/,movie,7.3,100,1989,"Comedy, Drama, Romance",80604,1989-04-14,Cameron Crowe,,
776,tt0119229,2019-01-20,2019-01-20,,Grosse Pointe Blank,https://www.imdb.com/title/tt0119229/,movie,7.3,107,1997,"Action, Comedy, Crime, Romance, Thriller",85911,1997-04-11,George Armitage,,
777,tt4139588,2019-01-20,2019-01-20,,Polar,https://www.imdb.com/title/tt4139588/,movie,6.3,118,2019,"Action, Crime, Drama, Thriller",69183,2019-01-25,Jonas Åkerlund,,
778,tt0775529,2019-01-21,2019-01-21,,The Savages,https://www.imdb.com/title/tt0775529/,movie,7.1,114,2007,"Comedy, Drama",35325,2007-01-19,Tamara Jenkins,,
779,tt0203230,2019-01-21,2019-01-21,,You Can Count on Me,https://www.imdb.com/title/tt0203230/,movie,7.5,111,2000,Drama,27337,2000-01-21,Kenneth Lonergan,,
780,tt0362269,2019-01-21,2019-01-21,,Kinsey,https://www.imdb.com/title/tt0362269/,movie,7.0,118,2004,"Biography, Drama, Romance",46850,2004-09-04,Bill Condon,,
781,tt1515193,2019-01-21,2019-01-21,,The Big C,https://www.imdb.com/title/tt1515193/,tvSeries,8.1,30,2010,"Comedy, Drama",13701,2010-08-16,,,
782,tt0472027,2019-01-21,2019-01-21,,John Adams,https://www.imdb.com/title/tt0472027/,tvMiniSeries,8.5,71,2008,"Biography, Drama, History",27034,2008-03-16,,,
783,tt0380510,2019-01-22,2019-01-22,,The Lovely Bones,https://www.imdb.com/title/tt0380510/,movie,6.7,135,2009,"Drama, Fantasy, Thriller",153263,2009-11-24,Peter Jackson,,
784,tt1226837,2019-01-22,2019-01-22,,Beautiful Boy,https://www.imdb.com/title/tt1226837/,movie,7.3,120,2018,"Biography, Drama",46442,2018-09-07,Felix van Groeningen,,
785,tt6266538,2019-01-22,2019-01-22,,Vice,https://www.imdb.com/title/tt6266538/,movie,7.2,132,2018,"Biography, Comedy, Drama",109603,2018-12-12,Adam McKay,,
786,tt3750872,2019-01-22,2019-01-22,,The Wife,https://www.imdb.com/title/tt3750872/,movie,7.2,99,2017,Drama,32468,2017-09-12,Björn Runge,,
787,tt7335184,2019-01-23,2019-01-23,,You,https://www.imdb.com/title/tt7335184/,tvSeries,7.8,45,2018,"Crime, Drama, Romance, Thriller",125361,2018-09-09,,,
788,tt7134908,2019-01-23,2019-01-23,,Élite,https://www.imdb.com/title/tt7134908/,tvSeries,7.6,60,2018,"Crime, Drama, Thriller",39305,2018-10-05,,,
789,tt0094226,2019-01-30,2019-01-30,,The Untouchables,https://www.imdb.com/title/tt0094226/,movie,7.9,119,1987,"Crime, Drama, Thriller",270256,1987-06-02,Brian De Palma,,
790,tt8242548,2019-01-30,2019-01-30,,Four More Shots Please,https://www.imdb.com/title/tt8242548/,tvSeries,6.0,60,2019,"Comedy, Drama, Romance",11889,2019-01-25,,,
791,tt3829868,2019-02-03,2019-02-03,,Looking for Alaska,https://www.imdb.com/title/tt3829868/,tvMiniSeries,8.1,50,2019,"Drama, Romance",5715,2019-10-18,,,
792,tt0491738,2019-02-04,2019-02-04,,Psych,https://www.imdb.com/title/tt0491738/,tvSeries,8.3,44,2006,"Comedy, Crime, Mystery",81745,2006-07-07,,,
793,tt1219024,2019-02-04,2019-02-04,,Castle,https://www.imdb.com/title/tt1219024/,tvSeries,8.1,43,2009,"Comedy, Crime, Drama, Mystery, Romance",137227,2009-03-09,,8,2016-09-01
794,tt0312172,2019-02-04,2019-02-04,,Monk,https://www.imdb.com/title/tt0312172/,tvSeries,7.9,44,2002,"Comedy, Crime, Drama, Mystery",62748,2002-07-12,,,
795,tt4277922,2019-02-04,2019-02-04,,Dix pour cent,https://www.imdb.com/title/tt4277922/,tvSeries,8.3,52,2015,Comedy,4694,2015-09-25,,,
796,tt8106160,2019-02-11,2019-02-11,,The American Meme,https://www.imdb.com/title/tt8106160/,movie,7.2,98,2018,Documentary,10446,2018-04-27,Bert Marcus,,
797,tt3464902,2019-02-15,2019-02-15,,The Lobster,https://www.imdb.com/title/tt3464902/,movie,7.2,119,2015,"Comedy, Drama, Romance, Sci-Fi, Thriller",206607,2015-05-15,Yorgos Lanthimos,,
798,tt5311542,2019-02-15,2019-02-15,,Werk ohne Autor,https://www.imdb.com/title/tt5311542/,movie,7.7,189,2018,"Biography, Drama, Romance, Thriller, War",12726,2018-09-04,Florian Henckel von Donnersmarck,,
799,tt0117951,2019-02-16,2019-02-16,,Trainspotting,https://www.imdb.com/title/tt0117951/,movie,8.1,93,1996,Drama,619050,1996-02-23,Danny Boyle,,
800,tt2095649,2019-02-16,2019-02-16,,Grace of Monaco,https://www.imdb.com/title/tt2095649/,movie,5.7,103,2014,"Biography, Drama, Romance",17844,2014-05-14,Olivier Dahan,,
801,tt2315596,2019-02-16,2019-02-16,,Galveston,https://www.imdb.com/title/tt2315596/,movie,6.2,91,2018,"Action, Crime, Drama, Thriller",10383,2018-03-10,Mélanie Laurent,,
802,tt7456298,2019-02-21,2019-02-21,,Your Name,https://www.imdb.com/title/tt7456298/,movie,,,,"Drama, Fantasy",,,Marc Webb,,
803,tt0381348,2019-02-21,2019-02-21,,"Kumo no mukô, yakusoku no basho",https://www.imdb.com/title/tt0381348/,movie,7.0,91,2004,"Animation, Drama, Romance, Sci-Fi",12403,2004-11-20,"Makoto Shinkai, Yoshio Suzuki",,
804,tt0983213,2019-02-21,2019-02-21,,Byôsoku 5 senchimêtoru,https://www.imdb.com/title/tt0983213/,movie,7.6,63,2007,"Animation, Drama, Family, Romance",48411,2007-03-03,Makoto Shinkai,,
805,tt1839494,2019-02-21,2019-02-21,,Hoshi o ou kodomo,https://www.imdb.com/title/tt1839494/,movie,7.2,116,2011,"Animation, Adventure, Drama, Family, Fantasy, Sci-Fi",12942,2011-05-07,Makoto Shinkai,,
806,tt0095327,2019-02-21,2019-02-21,,Hotaru no haka,https://www.imdb.com/title/tt0095327/,movie,8.5,89,1988,"Animation, Drama, War",221079,1988-04-16,Isao Takahata,,
807,tt0119698,2019-02-21,2019-02-21,,Mononoke-hime,https://www.imdb.com/title/tt0119698/,movie,8.4,134,1997,"Animation, Adventure, Fantasy",325128,1997-07-12,Hayao Miyazaki,,
808,tt2591814,2019-02-21,2019-02-21,,Koto no ha no niwa,https://www.imdb.com/title/tt2591814/,movie,7.5,46,2013,"Animation, Drama, Romance",31666,2013-05-31,Makoto Shinkai,,
809,tt4769824,2019-02-21,2019-02-21,,Kono sekai no katasumi ni,https://www.imdb.com/title/tt4769824/,movie,7.8,129,2016,"Animation, Drama, Family, History, War",7883,2016-10-28,Sunao Katabuchi,,
810,tt2576852,2019-02-23,2019-02-23,,Kaguyahime no monogatari,https://www.imdb.com/title/tt2576852/,movie,8.0,137,2013,"Animation, Adventure, Drama, Family, Fantasy",35137,2013-11-23,Isao Takahata,,
811,tt2361746,2019-02-25,2019-02-25,,Haraamkhor,https://www.imdb.com/title/tt2361746/,movie,6.4,90,2015,"Drama, Romance",3363,2015-04-08,Shlok Sharma,,
812,tt6939026,2019-02-25,2019-02-25,,Period. End of Sentence.,https://www.imdb.com/title/tt6939026/,short,7.4,26,2018,"Documentary, Short",4941,2018-04-05,Rayka Zehtabchi,,
813,tt3607198,2019-02-26,2019-02-26,,Punjab 1984,https://www.imdb.com/title/tt3607198/,movie,8.5,159,2014,"Drama, Family, History",1790,2014-06-27,Anurag Singh,,
814,tt0841046,2019-03-01,2019-03-01,,Walk Hard: The Dewey Cox Story,https://www.imdb.com/title/tt0841046/,movie,6.8,96,2007,"Comedy, Drama, Music",65410,2007-12-21,Jake Kasdan,,
815,tt6386748,2019-03-04,2019-03-04,,Pájaros de verano,https://www.imdb.com/title/tt6386748/,movie,7.5,125,2018,"Crime, Drama",9053,2018-05-09,"Cristina Gallego, Ciro Guerra",,
816,tt3706628,2019-03-19,2019-03-19,,Indian Summers,https://www.imdb.com/title/tt3706628/,tvSeries,7.2,,2015,"Drama, History",3434,2015-02-15,,,
817,tt4818930,2019-03-19,2019-03-19,,Waiting,https://www.imdb.com/title/tt4818930/,movie,7.2,92,2015,Drama,1561,2015-12-11,Anu Menon,,
818,tt0107818,2019-03-19,2019-03-19,,Philadelphia,https://www.imdb.com/title/tt0107818/,movie,7.7,125,1993,Drama,217602,1993-12-14,Jonathan Demme,,
819,tt1084950,2019-03-19,2019-03-19,,Rachel Getting Married,https://www.imdb.com/title/tt1084950/,movie,6.7,113,2008,"Drama, Romance",46604,2008-09-03,Jonathan Demme,,
820,tt0975645,2019-03-19,2019-03-19,,Hitchcock,https://www.imdb.com/title/tt0975645/,movie,6.8,98,2012,"Biography, Drama, Romance",70688,2012-11-01,Sacha Gervasi,,
821,tt0887883,2019-03-21,2019-03-21,,Burn After Reading,https://www.imdb.com/title/tt0887883/,movie,7.0,96,2008,"Comedy, Crime, Drama, Thriller",300839,2008-08-27,"Ethan Coen, Joel Coen",,
822,tt2884206,2019-03-22,2019-03-22,,I Origins,https://www.imdb.com/title/tt2884206/,movie,7.4,106,2014,"Drama, Romance, Sci-Fi",111754,2014-01-18,Mike Cahill,,
823,tt3967856,2019-03-22,2019-03-22,,Okja,https://www.imdb.com/title/tt3967856/,movie,7.3,120,2017,"Action, Adventure, Drama, Sci-Fi",96240,2017-05-19,Bong Joon Ho,,
824,tt5820810,2019-03-26,2019-03-26,,Love Possibly,https://www.imdb.com/title/tt5820810/,movie,7.6,83,2018,"Comedy, Romance",40,2018-09-16,"Michael Boccalini, Che Grant",,
825,tt2294677,2019-03-27,2019-03-27,,In a World...,https://www.imdb.com/title/tt2294677/,movie,6.7,93,2013,Comedy,30318,2013-01-20,Lake Bell,,
826,tt2366450,2019-03-27,2019-03-27,,Stories We Tell,https://www.imdb.com/title/tt2366450/,movie,7.5,108,2012,Documentary,12002,2012-08-30,Sarah Polley,,
827,tt0108149,2019-03-27,2019-03-27,,Six Degrees of Separation,https://www.imdb.com/title/tt0108149/,movie,6.8,112,1993,"Comedy, Drama, Mystery",19289,1993-12-08,Fred Schepisi,,
828,tt0335438,2019-03-27,2019-03-27,,Starsky & Hutch,https://www.imdb.com/title/tt0335438/,movie,6.1,101,2004,"Comedy, Crime",135880,2004-02-26,Todd Phillips,,
829,tt7772602,2019-04-08,2019-04-08,,In the Dark,https://www.imdb.com/title/tt7772602/,tvSeries,7.3,42,2019,"Comedy, Drama",4244,2019-04-04,,,
830,tt7734218,2019-04-15,2019-04-15,,Stuber,https://www.imdb.com/title/tt7734218/,movie,6.2,93,2019,"Action, Comedy, Crime, Thriller",35495,2019-03-13,Michael Dowse,,
831,tt3846674,2019-04-20,2019-04-20,,To All the Boys I've Loved Before,https://www.imdb.com/title/tt3846674/,movie,7.2,99,2018,"Comedy, Drama, Romance",79448,2018-08-16,Susan Johnson,,
832,tt0100405,2019-04-23,2019-04-23,,Pretty Woman,https://www.imdb.com/title/tt0100405/,movie,7.0,119,1990,"Comedy, Romance",278618,1990-03-23,Garry Marshall,,
833,tt1733785,2019-04-29,2019-04-29,,Bron/Broen,https://www.imdb.com/title/tt1733785/,tvSeries,8.6,60,2011,"Crime, Mystery, Thriller",54769,2011-09-21,,,
834,tt4367560,2019-04-29,2019-04-29,,Au service de la France,https://www.imdb.com/title/tt4367560/,tvSeries,7.8,26,2015,Comedy,2379,2015-10-28,,,
835,tt6492236,2019-05-01,2019-05-01,,Splitting Up Together,https://www.imdb.com/title/tt6492236/,tvSeries,6.9,30,2018,Comedy,3239,2018-03-27,,,
836,tt1405365,2019-05-01,2019-05-01,,Celeste & Jesse Forever,https://www.imdb.com/title/tt1405365/,movie,6.6,92,2012,"Comedy, Drama, Romance",28412,2012-01-20,Lee Toland Krieger,,
837,tt0091223,2019-05-11,2019-05-11,,House,https://www.imdb.com/title/tt0091223/,movie,6.2,93,1985,"Comedy, Fantasy, Horror",22273,1985-12-06,Steve Miner,,
838,tt0086216,2019-05-11,2019-05-11,,Rumble Fish,https://www.imdb.com/title/tt0086216/,movie,7.2,94,1983,"Crime, Drama, Romance",30799,1983-10-07,Francis Ford Coppola,,
839,tt0084805,2019-05-11,2019-05-11,,Tootsie,https://www.imdb.com/title/tt0084805/,movie,7.4,116,1982,"Comedy, Drama, Romance",94891,1982-12-01,Sydney Pollack,,
840,tt0078754,2019-05-11,2019-05-11,,All That Jazz,https://www.imdb.com/title/tt0078754/,movie,7.9,123,1979,"Drama, Music, Musical",26748,1979-12-16,Bob Fosse,,
841,tt0060955,2019-05-11,2019-05-11,,Seconds,https://www.imdb.com/title/tt0060955/,movie,7.7,106,1966,"Sci-Fi, Thriller",15627,1966-05-16,John Frankenheimer,,
842,tt0064921,2019-05-11,2019-05-11,,Salesman,https://www.imdb.com/title/tt0064921/,movie,7.8,91,1969,"Documentary, Drama",4544,1969-04-17,"David Maysles, Charlotte Zwerin, Albert Maysles",,
843,tt0118694,2019-05-11,2019-05-11,,Fa yeung nin wah,https://www.imdb.com/title/tt0118694/,movie,8.1,98,2000,"Drama, Romance",117183,2000-05-20,Kar-Wai Wong,,
844,tt0929425,2019-05-11,2019-05-11,,Gomorra,https://www.imdb.com/title/tt0929425/,movie,7.0,137,2008,"Crime, Drama",45395,2008-05-16,Matteo Garrone,,
845,tt0100234,2019-05-11,2019-05-11,,Nema-ye Nazdik,https://www.imdb.com/title/tt0100234/,movie,8.3,98,1990,"Biography, Crime, Drama",14542,1990-02-01,Abbas Kiarostami,,
846,tt0073650,2019-05-11,2019-05-11,,Salò o le 120 giornate di Sodoma,https://www.imdb.com/title/tt0073650/,movie,5.9,117,1975,"Drama, Horror, War",52167,1975-11-22,Pier Paolo Pasolini,,
847,tt2364582,2019-05-18,2019-05-18,,Agents of S.H.I.E.L.D.,https://www.imdb.com/title/tt2364582/,tvSeries,7.5,45,2013,"Action, Adventure, Drama, Sci-Fi, Thriller",191385,2013-07-19,,,
848,tt9432978,2019-05-19,2019-05-19,,Kota Factory,https://www.imdb.com/title/tt9432978/,tvSeries,9.1,45,2019,"Comedy, Drama",20773,2019-04-16,,,
849,tt4226388,2019-05-20,2019-05-20,,Victoria,https://www.imdb.com/title/tt4226388/,movie,7.6,138,2015,"Crime, Drama, Romance, Thriller",49764,2015-02-07,Sebastian Schipper,,
850,tt1956017,2019-05-28,2019-05-28,,Parade's End,https://www.imdb.com/title/tt1956017/,tvMiniSeries,7.6,287,2012,"Action, Drama, Romance, War",9241,2012-08-24,,,
851,tt1984119,2019-05-29,2019-05-29,,Feud,https://www.imdb.com/title/tt1984119/,tvSeries,8.5,45,2017,"Biography, Drama",15789,2017-01-11,,,
852,tt0491747,2019-05-31,2019-05-31,,Away from Her,https://www.imdb.com/title/tt0491747/,movie,7.5,110,2006,Drama,21042,2006-09-11,Sarah Polley,,
853,tt1034007,2019-05-31,2019-05-31,,Alias Grace,https://www.imdb.com/title/tt1034007/,tvMiniSeries,7.8,60,2017,"Biography, Crime, Drama, Thriller",22928,2017-09-12,,,
854,tt1489428,2019-06-03,2019-06-03,,Justified,https://www.imdb.com/title/tt1489428/,tvSeries,8.6,44,2010,"Action, Crime, Drama, Mystery, Thriller, Western",82471,2010-03-16,,,
855,tt7971476,2019-06-04,2019-06-04,,The Politician,https://www.imdb.com/title/tt7971476/,tvSeries,7.5,42,2019,"Comedy, Drama",13610,2019-09-27,,,
856,tt9117054,2019-06-04,2019-06-04,,Spinning Out,https://www.imdb.com/title/tt9117054/,tvSeries,7.7,48,2020,"Drama, Sport",8112,2020-01-01,,,
